Ulaa	Ulan
dinlenek	dinlemek
ayy	ay
bekkşyorum	bekliyorum
türksel	Türkcell
mesajar	mesajlar
pakediniz	paketiniz
seen	sen
Sülo	Süleyman
hadi	haydi
tel	telefon
vodofone	Vodafone
gececegm	geçeceğim
kankim	kankam
megabaytı	mb
değilimm	değilim
Elesiye	ölesiye
yalağuz	yalnız
katıncaa	katınca
raklamindaki	reklamındaki
hallettimm	hallettim
sarz	şarj
rekmalı	reklamı
güzell	güzel
saolsun	sağolsun
Anan	Ananı
bacın	bacını
sikem	sikeyim
nasıl	size
hayattan	size
biyrun	buyrun
zibilyonuncu	milyonuncu
uccretsiz	ücretsiz
bizm	Bizim
ünide	üniversitede
alah	Allah
süprizler	sürprizler
vodofon	Vodafone
olmmuyor	olmuyor
ustume	adam
vallaha	vallahi
vallaha	vallahi
vallaha	vallahi
vallaha	vallahi
vallaha	vallahi
ahediye	hediye
freezonr	Freezone
iyidi	iyiydi
kullanamayım	kullanmayayım
kontür	kontör
yüklemesem	yüklemezsem
Vodafon	Vodafone
pakedim	paketim
hatim	hattım
Vee	Ve
hemde	Telefonu
var	misiniz
olmassa	olmazsa
dakiaka	dakika
full	çekiyor
cubbik	çekiyor
twit	tweet
saolsunlar	sağolsunlar
bayiisine	bayisine
değeleri	değerli
Ohh	Oh
arıyım	arayayım
renklamındakı	reklamındaki
anca	ancak
turkcel	Turkcell
iimkanzız	imkansız
vallaha	vallahi
vallaha	vallahi
vallaha	vallahi
vallaha	vallahi
baya	bayağı
A	Ata
çetktği	çektiği
gülmüsdüm	gülümsedim
hahahahaahahahahah	haha
benıi	beni
cekmiyoo	çekmiyor
Turksel	Turkcell
ınt	internet
kendisi	kendisini
hâl	hal
Hee	He
senii	seni
tivitlerimden	tweetlerimden
Gidiceğim	Gideceğim
şuan	yaptırdım
vıland	Vialand
mütiş	müthiş
yürüyüşde	yürüyüşte
hayatda	hayatta
lzaım	lazım
tahhutle	taahhütle
haytımın	nakarat
gelıyoo	geliyor
logosounu	logosunu
kampayasindan	kampanyasından
Saolsun	Sağolsun
arıcamm	arayacağım
megabit	mb
bugu	bunu
ayıkmadılar	ayılmadılar
inş	inşallah
Vee	Ve
teli	telefonu
ye	ya
biride	biri
başlıyabilirim	başlayabilirim
yaa	ya
türkcel	Türkcell
wınn	Vınn
iyimiş	iyiymiş
dakkalarim	dakikalarım
oluun	olun
sikiyim	sikeyim
üstümü	üstüme
full	ful
Sikim	Sikeyim
konturlerimi	kontörlerimi
sikiyim	sikeyim
kr	kuruş
kr	kuruş
senin	Sırf
knkslr	kankalar
yollamışş	yollamış
bebeyim	bebeğim
teli	telefonu
Vodafon	Vodafone
yaa	Ya
gerizekalısıın	gerizekalısın
göndermiosun	göndermiyorsun
net	internet
aldımm	aldım
Bedeva	Bedava
kankim	kankam
olmakdır	olmaktır
vodafon	Vodafone
ısıde	işi
Ulann	Ulan
çekmiyorr	çekmiyor
yapıosn	yapıyorsun
saatir	saattir
kalıcm	kalacağım
hrlde	herhalde
interner	internet
koyim	koyayım
ohh	oh
hayatım	hayatımın
geçiceğim	geçeceğim
heyy	hey
kontur	kontör
bee	be
yaa	Ya
benn	ben
çoh	Çok
gelmicekse	gelmeyecekse
baya	bayağı
saolsun	sağolsun
baya	bayağı
silebiler	silebilir
tişikkirlir	Teşekkürler
verdi	Avea
adamsın	Avea
yemiyor	yetmiyor
turkcel	Turkcell
turksell	Turkcell
birde	bir
kr	kuruş
meşkule	meşgule
deymesin	değmesin
yerin	yeni
paketii	paketi
cevap	verir
oys	oy
malumm	malum
e	yazıp
reklamıı	reklamı
eksikdi	eksikti
arıyamıyordum	arayamıyordum
saolsun	sağolsun
bitirseem	bitirsem
ulen	ulan
bm	ben
Turkcel	Turkcell
kankim	kankam
bebişim	bebeğim
ka	kadar
yuppii	yuppi
sağdık	sadık
heryerede	heryerde
Ulen	Ulan
lik	tllik
moddatken	moddayken
Vodafon	Vodafone
oldumm	oldum
şeysini	şeyini
söyl	söyle
cekmiyomussun	çekmiyormuşsun
Baa	Bana
netimi	internetimi
burnusunu	burnunu
kzdim	kızdım
böle	böyle
bilim	bileyim
bilim	bileyim
bilim	bileyim
arıcm	arayacağım
gidicezz	gideceğiz
baya	bayağı
iyimiş	iyiymiş
oynamıslaar	oynamışlar
çık	çok
tişikkirlir	teşekkürler
türkcel	Turkcell
türkcel	Turkcell
dostumm	dostum
bide	birde
gecıcegımı	geçeceğimi
tanımlanmıştıır	tanımlanmıştır
sikiyim	sikeyim
görüyüm	göreyim
Turkcell	bebeğim
olduğumu	olduğum
smrutoş	Sumru
pakedi	paketi
veriyosa	veriyorsa
yaa	ya
yapmıyosam	yapmıyorsam
ahshsh	ahah
biliyim	bileyim
Turkcel	Turkcell
yaa	ya
Bende	Ben
turkcel	Turkcell
yukletcene	be
kontru	be
konturlrı	be
geliyim	geleyim
Bitanecik	Birtanecik
yirim	yerim
Net	internet
uleen	ulan
heralde	herhalde
gum	gün
knusma	konuşma
türksel	TUrkcell
neti	interneti
ayss	ays
spsal	şapşal
komasın	koymasın
geneceterekecelele	Gencturkcell
kontür	kontör
full	ful
heralde	herhalde
tl	Turkcell
pakedime	paketime
kadar	Avea
sonunda	SOnunda
bole	böyle
miş	imiş
turkcel	Turkcell
çıldırtıor	çıldırtıyor
seviyim	seveyim
artıkk	artık
internett	internet
paketii	paketi
raralar	aralar
kontürlerimi	kontörlerimi
kapatilicakmis	kapatılacakmış
sıkılmayım	sıkılmayayım
saattinde	saatinde
Sevdiceğimi	Sevgilimi
yaptıım	yaptım
yaparun	yaparım
Sevdiceğimle	Sevdiğimle
vodafon	Vodafone
aramı	aramış
twitleyebilirim	tweetleyebilirim
reklamını	reklamının
lumua	Lumuia
hll	Helal
kardo	kardeş
telden	telefondan
kuşatan	kuşaktan
evelsi	evvelki
günüün	günün
belledimin	bellediğimin
lan	Turkcell
türksel	Turkcell
olaran	olarak
dir	idir
off	of
turksel	Turkcell
indiriyim	indireyim
hayır	hayırsever
arıyıım	arayayım
zamanda	zaman
diyip	deyip
Vodafon	Vodafone
kulnmdigimiz	kullanmadığımız
cınım	canım
Birdaha	Bir
afferim	Aferin
verdiğii	verdiği
azsonra	az
Vala	Vallahi
Mesajlaşamlım	Mesajlaşalım
vodafon	Vodafone
Cildiricaam	Çıldıracağım
arıyım	arayayım
olaan	olan
verinn	verin
işimi	İşime
ins	inşallah
yağtığı	yaptığı
Turksel	Turkcell
stad	stat
stad	stat
stad	stat
ile	Orman
Stad	stat
sdat	stat
F	Fikret
stad	stat
sponsorlug	sponsorluk
imzalayib	imzalayıp
stadion	stadın
da	de
emiratesle	Emirates
Elvada	Elveda
okuyunn	okuyun
stad	stadyum
sdatının	stadyumunun
sdatı	stadyumu
bide	bir
kodumun	Koyduğumun
gectgim	Geçtiğim
tivit	tweet
bozuyoo	bozuyor
faturamm	faturam
yaranlanmak	yararlanmak
ve	Turkcell
Stad	Stat
kullanıyım	kullanayım
kapıyada	kapıya
turksel	Turkcell
ıcun	için
göndericeğine	göndereceğine
inş	inşallah
yapim	yapayım
heralde	herhalde
kadar	Amına
yıl	Oha
aldıgım	Oha
taksıdını	Oha
bır	Oha
sınıyosuun	sınıyorsun
bizee	bize
nasıll	nasıl
yetcekk	yetecek
vadafon	Vodafone
pıçaklamak	bıçaklamak
dusurceniz	düşürseniz
vallaha	vallahi
kapıyada	kapıya
türksel	Turkcell
Vodafon	Vodafone
sikim	sikeyim
ordamısın	orda
geçiyim	geçeyim
birakıosun	bırakıyorsun
vodofon	Vodafone
takıcamm	takacağım
şero	şerefsiz
oc	orospu
laan	ulan
Vodofone	Vodafone
stad	stat
stad	stat
telefonum	telefonumun
Stad	Stat
stad	stat
vodafon	Vodafone
hayirli	Orman
Besiktas	Orman
stad	stat
yapanlar	çeker
çok	çeker
Bilader	Birader
lik	GBlik
lik	MBlik
sikim	sikeyim
tskkrlr	teşekkürler
trkcll	Turkcell
Ulen	Ulan
türksel	Turkcell
bit	bir
atmayann	atmayan
vodafon	Vodafone
F	Fikret
başlıyacağım	başlayacağım
Stad	Stadyumu
stadyumunun	şirketi
isim	İnönü
sponsorluğu	stadyumunun
F	Fikret
vodafon	Vodafone
pantolunumu	pantolonumu
Stad	Stadyum
Stad	Stat
stad	stat
Stad	Stat
vodafon	Vodafone
Stad	Stat
Stad	Stat
Stad	Stat
sposnorlugu	sponsorluğu
stad	stat
stad	stat
Ruud	Vodafone
Stad	Stat
Stad	Stat
ahh	ah
full	ful
Heryöne	Her
Yerimm	Yerim
türksel	Turkcell
Emiras	Emirates
protokal	protokol
Stad	Stat
Boz	Boş
Stad	Stat
Saft	Safı
ve	formula
konturumu	kontörümü
Vodafon	Vodafone
südüklüğü	sidikliği
nurden	Nurten
agzılarına	ağızlarına
kulanamıyorum	kullanamıyorum
öpimm	öpeyim
kontürü	kontörü
başladıı	başladı
baglantm	bağlantım
turkcel	Turkcell
turkcel	Turkcell
gelıo	geliyor
yuhha	yuha
yapıcağın	yapacağın
ariyabiliyorum	arayabiliyorum
yapiyim	yapayım
turkcel	Turkcell
harcadgm	harcadığım
verdgm	verdiğim
desee	dese
olurr	olur
tel	telefon
Mına	Amına
kodumunun	koyduğumun
internetim	internet
senn	sen
atıoo	atıyor
Turkcel	Turkcell
Turkcel	Turkcell
bea	be
Sgl	sağol
koyim	koyayım
cekiyomus	çekiyormuş
dinleyim	dinleyeyim
vodafon	Vodafone
direk	direkt
diyorumm	diyorum
filanda	filan
felan	filan
zamamda	zamanda
nie	niye
Ulaa	Ulan
niyee	niye
birkerede	bir kerede
bilesinki	bilesin ki
geliyorki	geliyor ki
mesteden	mest eden
yerimlan	yerim lan
bilmemne	bilmem ne
bukadar	bu kadar
biryer	bir yer
haftasonuna	hafta sonuna
zurnamiyim	zurna miyim
haftasonun	hafta sonun
nekadara	ne kadara
nezaman	ne zaman
Hersabah	Her Sabah
heryer	her yer
hakediyoruz	hak ediyoruz
dilberay	dilber ay
kalksammi	kalksam mi
kusfobisi	kus fobisi
duyururmusunuz	duyurur musunuz
hersabah	her sabah
sisiresim	sisi resim
HalilSezai	Halil Sezai
uyuyormu	uyuyor mu
Sabahgelirken	Sabah Gelirken
Heryerde	Her Yerde
olHadi	ol Hadi
insanlardanSadece	insanlardan Sadece
varki	var ki
dominantsiniz	dominant siniz
askolsun	ask olsun
nekadar	ne kadar
haftasonu	hafta sonu
olabilirki	olabilir ki
canyavuz	can yavuz
Gazetecimisiniz	Gazeteci Misiniz
aydedeye	ay dedeye
demekki	demek ki
hergece	her gece
diyorumki	diyorum ki
avantajmi	avantaj mi
solbek	sol bek
fiziktedavi	fizik tedavi
okutmansin	okutman sin
malael	mala el
olabilirmi	olabilir mi
haketmedik	hak etmedik
heryerim	her yerim
birtanesin	bir tanesin
dilerimki	dilerim ki
herdaim	her daim
eminimki	eminim ki
geldiki	geldi ki
binlira	bin lira
heran	her an
zaafmis	zaaf mis
olmuyormu	olmuyor mu
hepmi	hep mi
herzaman	her zaman
butarafa	bu tarafa
dalgami	dalga mi
adamdanBahsedilerek	adamdan Bahsedilerek
yerdeyok	yerde yok
varolan	var olan
katilsam	katil sam
AvAbdullah	Av Abdullah
dipkuyudan	dip kuyudan
derlerya	derler ya
martda	mart da
kibirlimisiniz	kibirli misiniz
SiyahBeyaz	Siyah Beyaz
LigTV	Lig TV
kapatmakmis	kapatmak mis
yanyana	yan yana
banain	bana in
Askolsun	Ask Olsun
safmisiniz	saf misiniz
Anlatabiliyormuyum	Anlatabiliyor Muyum
yedimmi	yedim mi
ettinki	ettin ki
Herzaman	Her Zaman
gidermisiniz	gider misiniz
marsmi	mars mi
mutluyuzki	mutluyuz ki
hepberaber	hep beraber
sinirliyimki	sinirliyim ki
kotuniyetle	kotu niyetle
heryerde	her yerde
yerdemi	yerde mi
dokesim	do kesim
gayriresmi	gayri resmi
delilvar	delil var
Enbuyuk	En Buyuk
edermi	eder mi
yokmu	yok mu
pesde	pes de
Bilsemki	Bilsem Ki
bolbol	bol bol
ortaalanda	orta alanda
okuyorumki	okuyorum ki
ikitane	iki tane
derimont	deri mont
birtek	bir tek
sonsuzadek	sonsuza dek
Koydukmu	Koyduk Mu
olamazki	olamaz ki
farketmeyen	fark etmeyen
gelmesineneden	gelmesine neden
telkinmi	telkin mi
bugece	bu gece
Bukadar	Bu Kadar
birazdaha	biraz daha
Benki	Ben Ki
herbirini	her birini
olunmazki	olunmaz ki
yazmisiniz	yaz misiniz
diyormuyum	diyor muyum
neyapmaya	ne yapmaya
heryerden	her yerden
oyundamiydi	oyunda miydi
birzamanlar	bir zamanlar
ortasaha	orta saha
havami	hava mi
memnunki	memnun ki
yetmezmi	yetmez mi
Yokki	Yok Ki
Haftasonuna	Hafta Sonuna
yokki	yok ki
seyrettinmi	seyrettin mi
benmiyim	ben miyim
takimmiydi	takim miydi
eskidimmi	eskidim mi
inebilirmiyim	inebilir miyim
heryere	her yere
Haftasonu	Hafta Sonu
duyuyormusun	duyuyor musun
yokolma	yok olma
birkez	bir kez
yapabilirmi	yapabilir mi
vaybe	vay be
AkPartiye	Ak Partiye
bulabilirmiyim	bulabilir miyim
LAYLALAYLA	LAYLA LAYLA
alimefendi	alim efendi
kirdinki	kirdin ki
anlatabildimmi	anlatabildim mi
verirligi	verir ligi
gelecekmi	gelecek mi
kazanmisin	kazan misin
Durdurak	Dur Durak
neyaparsan	ne yaparsan
bizmi	biz mi
hayatmi	hayat mi
gidermisin	gider misin
saatmi	saat mi
azizsporcu	aziz sporcu
makarnasever	makarna sever
bilemedikki	bilemedik ki
NefretimsinGalatasaray	Nefretimsin Galatasaray
kendimemi	kendime mi
hakedeni	hak edeni
YOKMU	YOK MU
atanmisin	atan misin
AKPye	AKP ye
oldulan	oldu lan
kapmisiniz	kap misiniz
senigidi	seni gidi
biliyormu	biliyor mu
edepliydide	edepliydi de
Duydumki	Duydum Ki
edebilirmi	edebilir mi
Bozarmi	Bozar Mi
basitmiydi	basit miydi
anamuhalefet	ana muhalefet
birdaha	bir daha
olmazki	olmaz ki
hadsizlikmis	hadsizlik mis
varolmayan	var olmayan
yapabiliyormusun	yapabiliyor musun
Kendikendine	Kendi Kendine
bilirmi	bilir mi
demektirki	demektir ki
balturp	bal turp
vahiymi	vahiy mi
GDragon	G Dragon
hakettiklerim	hak ettiklerim
hepbirlikte	hep birlikte
katledilebilirmis	katledilebilir mis
parkedecek	park edecek
KanalD	Kanal D
yerindemi	yerinde mi
Bugece	Bu Gece
giderki	gider ki
biterbitmez	biter bitmez
yeterki	yeter ki
komplekslimidir	kompleksli midir
isterimki	isterim ki
Sevilmezmi	Sevilmez Mi
garsonanneyle	garson anneyle
Yalanmi	Yalan Mi
enaz	en az
bilirmisin	bilir misin
iyigeceler	iyi geceler
bakBiz	bak Biz
korkulurmu	korkulur mu
yalanmi	yalan mi
veriyormusun	veriyor musun
biliyormuydunuz	biliyor muydunuz
bilmiyormusun	bilmiyor musun
rekreasyonmudur	rekreasyon mudur
halisaha	hali saha
ortakahve	orta kahve
birbilseniz	bir bilseniz
havlarmi	havlar mi
sizinyan	sizin yan
gidersinki	gidersin ki
Dilerimki	Dilerim Ki
biliyordukda	biliyorduk da
korkuyormusunuz	korkuyor musunuz
olsunmu	olsun mu
senmisin	sen misin
Demekki	Demek Ki
romanmisin	roman misin
olabilirimki	olabilirim ki
asosyalizbiz	asosyaliz biz
yetiyormu	yetiyor mu
gelmiyormu	gelmiyor mu
terkedip	terk edip
takimmi	takim mi
yaprakmidir	yaprak midir
dansetse	dans etse
yaybayan	yay bayan
kadermi	kader mi
ederki	eder ki
yetenekmis	yetenek mis
geliyormusun	geliyor musun
sonbir	son bir
gidermiscesine	gider miscesine
kurufasulye	kuru fasulye
verirmisiniz	verir misiniz
haftasonundan	hafta sonundan
dosyavermek	dosya vermek
Buzamana	Bu Zamana
isteyipde	isteyip de
ezilmemistik	ezilme mistik
dertki	dert ki
mutluyumki	mutluyum ki
habermi	haber mi
ciddimisin	ciddi misin
Onlarsiz	Onlar Siz
ucundami	ucunda mi
biryere	bir yere
sudurki	sudur ki
gidilirmi	gidilir mi
birkere	bir kere
uyumakda	uyumak da
altalta	alt alta
stokladin	stok ladin
erkekleremi	erkeklere mi
oldunuzmu	oldunuz mu
Derlerya	Derler Ya
sevenlerdemi	sevenlerde mi
biryandan	bir yandan
olduki	oldu ki
sinirleniyorumki	sinirleniyorum ki
CHPde	CHP de
arakarar	ara karar
haketmek	hak etmek
Eminmisiniz	Emin Misiniz
Nezaman	Ne Zaman
olmakda	olmak da
geldinmi	geldin mi
sevdimki	sevdim ki
destanlasirken	destanla sirken
ancakispanya	ancak ispanya
sunupkendini	sunup kendini
olsunki	olsun ki
DeOndan	De Ondan
alevalev	alev alev
takipedenlerin	takip edenlerin
iyibilirim	iyi bilirim
heryerlerinden	her yerlerinden
olabilirm	olabilir m
disiplinemi	disipline mi
busabah	bu sabah
kalpkrizi	kalp krizi
gibierkek	gibi erkek
dayanbilirlerdi	dayan bilirlerdi
biraksam	bir aksam
elfrenini	el frenini
erkekmisiniz	erkek misiniz
yerinizmi	yeriniz mi
Birdaha	Bir Daha
dansediyorum	dans ediyorum
bilemedimki	bilemedim ki
salonlardami	salonlarda mi
yapamazlarmis	yapamazlar mis
benimbu	benim bu
dernekmis	dernek mis
herbir	her bir
ilkdefa	ilk defa
bilirsinizki	bilirsiniz ki
nedersiniz	ne dersiniz
mevzubahisse	mevzu bahisse
HERYER	HER YER
bilinsinki	bilinsin ki
bilirimki	bilirim ki
sacsaca	sac saca
erkekmi	erkek mi
olurmuyum	olur muyum
olmuyorki	olmuyor ki
Heran	Her An
nedenki	neden ki
delilmi	delil mi
mutlusuda	mutlu suda
samimibulmuyorum	samimi bulmuyorum
milyonlarmi	milyonlar mi
gelirya	gelir ya
hakediyorsunuz	hak ediyorsunuz
olsagerek	olsa gerek
BilgiBURSA	Bilgi BURSA
herhangibirinin	herhangi birinin
buaralar	bu aralar
akilkupu	akil kupu
demezmi	demez mi
etmezki	etmez ki
olacakmi	olacak mi
temizki	temiz ki
sevmelisinki	sevmelisin ki
yoruldumki	yoruldum ki
yapakmi	yapak mi
ishe	is he
erkeklerne	erkekler ne
veriyormu	veriyor mu
Edipde	Edip De
mutlakaederim	mutlaka ederim
Nekadar	Ne Kadar
biradama	bir adama
hemdaha	hem daha
golgeliyor	gol geliyor
nezamana	ne zamana
hassasmiydiniz	hassas miydiniz
kopkop	kop kop
dedimki	dedim ki
veyinede	ve yinede
Babamem	Babam Em
birtanesi	bir tanesi
enbuyuk	en buyuk
uzakki	uzak ki
ediyorumki	ediyorum ki
istersinki	istersin ki
normalki	normal ki
oldumki	oldum ki
verirki	verir ki
kariyernete	kariyer nete
yokmuydu	yok muydu
ediyormu	ediyor mu
hakvermez	hak vermez
istermisiniz	ister misiniz
fakirmisiniz	fakir misiniz
lafmi	laf mi
nederlerdi	ne derlerdi
zihniyetmi	zihniyet mi
bolmemeleri	bol memeleri
baklavaspor	baklava spor
sevmedinizmi	sevmediniz mi
gittinmi	gittin mi
isimmi	isim mi
gelirmi	gelir mi
erkenmi	erken mi
nehirgibidir	nehir gibidir
yanarki	yanar ki
sonrami	sonra mi
beslenirki	beslenir ki
handeyener	hande yener
ciddimisiniz	ciddi misiniz
birzaman	bir zaman
unuttunuzmu	unuttunuz mu
sebepmi	sebep mi
olabilirsinizde	olabilir sinizde
hepde	hep de
uykuyami	uykuya mi
adilliginden	adil liginden
sevmezki	sevmez ki
Bukonuda	Bu Konuda
normalmi	normal mi
sevdimmi	sevdim mi
bilmeliyizki	bilmeliyiz ki
kardanadam	kardan adam
kameraylami	kamerayla mi
nedersen	ne dersen
sarfettik	sarf ettik
biliyorsunuzki	biliyorsunuz ki
artarda	art arda
oynanmazmiydi	oynanmaz miydi
verilirmiydi	verilir miydi
gizemcan	gizem can
geldinki	geldin ki
vermekmi	vermek mi
kisilermi	kisiler mi
hepmesaj	hep mesaj
oldummu	oldum mu
birtanedir	bir tanedir
sahipmi	sahip mi
muhasebecimisin	muhasebeci misin
BUGECE	BU GECE
yokda	yok da
sevdirki	sevdir ki
Buyukadam	Buyuk Adam
uyumakmi	uyumak mi
kocakafa	koca kafa
cipsmi	cips mi
farketmeyecek	fark etmeyecek
adammi	adam mi
tektek	tek tek
istiyorumki	istiyorum ki
inanki	inan ki
bensana	ben sana
yumurtami	yumurta mi
tarifedilemez	tarif edilemez
teferruatmi	teferruat mi
Aklimmi	Aklim Mi
buresmi	bu resmi
kusmiyim	kus miyim
susturmami	susturma mi
tatmazmiyim	tatmaz miyim
gidermi	gider mi
elromandan	el romandan
geliyorya	geliyor ya
hastabakicisi	hasta bakicisi
beterol	beter ol
vermiyoruzki	vermiyoruz ki
GecelikSevgilimsin	Gecelik Sevgilimsin
yakalarmisiniz	yakalar misiniz
okuyormusun	okuyor musun
nedersin	ne dersin
kesenmi	kesen mi
hakediyor	hak ediyor
atmamistik	atma mistik
evetde	evet de
ardamidir	arda midir
duydunuzmu	duydunuz mu
birhafta	bir hafta
resimmi	resim mi
Hergece	Her Gece
adaletmi	adalet mi
etmekde	etmek de
boktanki	boktan ki
kandiyorsunuz	kan diyorsunuz
TBMMde	TBMM de
farkedemezsin	fark edemezsin
evdemisin	evde misin
hismi	his mi
HERZAMAN	HER ZAMAN
tavukmu	tavuk mu
yorgunumki	yorgunum ki
hakettik	hak ettik
kimlerizleyecek	kimler izleyecek
Bilirimki	Bilirim Ki
pislikmisiniz	pislik misiniz
BEYAZMELEK	BEYAZ MELEK
lakinki	lakin ki
Terkedildikten	Terk Edildikten
gelirgetirmeyi	gelir getirmeyi
heryerine	her yerine
sorunmu	sorun mu
Oyunmuydu	Oyun Muydu
trafikmis	trafik mis
demokratligi	demokrat ligi
gelipde	gelip de
olmazya	olmaz ya
dinlenirmi	dinlenir mi
terketti	terk etti
vurursunya	vurursun ya
bitermi	biter mi
Yineher	Yine Her
izledinmi	izledin mi
ilkkez	ilk kez
Annenmi	Annen Mi
polismi	polis mi
canodur	can odur
yokoldum	yok oldum
haketmeyi	hak etmeyi
pisliksinSana	pisliksin Sana
